RUC,RazonSocial,Estado,Condicion,Tipo,Actividad_CIIU3_Principal,NroTrab,NroTrab_num,Departamento,Provincia,Distrito
20100128137,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS DE VENTA AL POR MENOR,99,99,LIMA,LIMA,SAN ISIDRO
20100170842,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS,99,99,LIMA,LIMA,SAN LUIS
20101082840,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MAQUINARIA EQUIPO Y MATERIALES,99,99,LIMA,LIMA,LIMA
20101313833,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MENOR COMBUSTIBLES,99,99,LIMA,LIMA,SAN LUIS
20103134065,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION,99,99,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ
20121662737,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,OTROS TIPOS TRANSPORTE REGULADOS VIA TERRESTRE,99,99,PUNO,SAN ROMAN,JULIACA
20132067831,,ACTIVO,HABIDO,SOCIEDAD DE BENEFICIENCIA,POMPAS FUNEBRES Y ACTIVIDADES CONEXAS,99,99,LA LIBERTAD,TRUJILLO,TRUJILLO
20144011725,,ACTIVO,HABIDO,INSTITUCIONES RELIGIOSAS,ENSEÑANZA PRIMARIA,99,99,LIMA,LIMA,SANTIAGO DE SURCO
20144961146,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA OTROS PRODUCTOS EN ALMACEN,99,99,LIMA,LIMA,SAN LUIS
20153395943,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA EN ALMACENES NO ESPECIALIZADA,99,99,LIMA,LIMA,SANTIAGO DE SURCO
20155611147,,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,REGULACION DE ACTIVIDADES DE ORGANISMOS,99,99,LIMA,LIMA,SAN ISIDRO
20163449669,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,CAPTACION DEPURACION Y DISTRIBUCION DE AGUA,99,99,ICA,CHINCHA,CHINCHA ALTA
20172045210,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,99,99,LIMA,LIMA,SANTIAGO DE SURCO
20176170876,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,CAPTACION DEPURACION Y DISTRIBUCION DE AGUA,99,99,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
20176705061,,ACTIVO,HABIDO,GOBIERNO REGIONAL LOCAL,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,99,99,HUANCAVELICA,HUANCAVELICA,ACORIA
20202951393,,ACTIVO,HABIDO,GOBIERNO REGIONAL LOCAL,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,99,99,LA LIBERTAD,JULCAN,JULCAN
20304970660,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,FABRICACION DE PRODUCTOS FARMACEUTICOS,99,99,LIMA,LIMA,LURIN
20312239117,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ALMACENAMIENTO Y DEPOSITO,99,99,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO
20338244917,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,CRIA DE ANIMALES DOMESTICOS,99,99,LIMA,LIMA,SANTIAGO DE SURCO
20338299819,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,RESTAURANTES BARES Y CANTINAS,99,99,LIMA,LIMA,PUEBLO LIBRE
20356571003,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,EDUCACION DE ADULTOS Y OTROS,99,99,PIURA,PIURA,PIURA
20358395776,,ACTIVO,HABIDO,SOCIEDAD IRREGULAR,VENTA MINORISTA OTROS PRODUCTOS EN ALMACEN,99,99,CUSCO,URUBAMBA,MARAS
20396019826,,ACTIVO,HABIDO,GOBIERNO REGIONAL LOCAL,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,99,99,LAMBAYEQUE,CHICLAYO,CAYALTI
20448847471,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,99,99,PUNO,SAN ROMAN,JULIACA
20452467284,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,99,99,ICA,CHINCHA,CHINCHA ALTA
20455708193,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CRIA DE ANIMALES DOMESTICOS,99,99,AREQUIPA,AREQUIPA,CERRO COLORADO
20479378763,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,VENTA PARTES PIEZAS ACCESORIOS,99,99,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ
20489367255,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ENSEÑANZA PRIMARIA,99,99,HUANUCO,HUANUCO,HUANUCO
20504794394,,ACTIVO,HABIDO,ASOCIACION,ACTIVIDADES OTRAS ASOCIACIONES NO CLASIFICADO PREVIAMENTE,99,99,LIMA,LIMA,MIRAFLORES
20507444181,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,EXTRACCION DE MINERAL METALIFEROS NO FERROSOS,99,99,LIMA,LIMA,MIRAFLORES
20509597163,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ELABORACION FRUTAS LEGUMBRES Y HORTALIZAS,99,99,LIMA,LIMA,BARRANCO
20512508775,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ELABORACION FRUTAS LEGUMBRES Y HORTALIZAS,99,99,LIMA,LIMA,SAN ISIDRO
20513014121,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION,99,99,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
20527510121,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,99,99,CUSCO,CUSCO,SAN SEBASTIAN
20538866807,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES LIMPIEZA DE EDIFICIOS,99,99,LIMA,LIMA,LIMA
20541384660,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ENSEÑANZA PRIMARIA,99,99,JUNIN,HUANCAYO,HUANCAYO
20541678817,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE COMBUSTIBLES,99,99,ANCASH,SANTA,NUEVO CHIMBOTE
20542409534,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,VENTA MINORISTA PRODUCTOS TEXTILES CALZADO,99,99,HUANUCO,HUANUCO,HUANUCO
20551298516,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,99,99,ICA,NASCA,VISTA ALEGRE
20551496156,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,PREPARACION Y TEJIDO DE FIBRAS TEXTILES,99,99,LIMA,LIMA,SANTA ANITA
20556939781,,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,99,99,LIMA,LIMA,LIMA
20562901338,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,EXPLOTACION MIXTA,99,99,LIMA,LIMA,LA VICTORIA
20600463692,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OBTENCION Y DOTACION PERSONAL,99,99,CUSCO,CUSCO,WANCHAQ
20600547349,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,99,99,LIMA,LIMA,SANTIAGO DE SURCO
20601756901,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE MEDICOS Y ODONTOLOGO,99,99,TACNA,TACNA,TACNA
20601900514,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,PESCA EXPLOTACION DE CRIADEROS DE PECES,99,99,LIMA,LIMA,SAN ISIDRO
20602527736,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES LIMPIEZA DE EDIFICIOS,99,99,LIMA,LIMA,SAN MIGUEL
20603715064,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,99,99,LIMA,LIMA,SANTIAGO DE SURCO
20604165017,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,99,99,LIMA,LIMA,LURIN
20605428348,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,99,99,LIMA,LIMA,SAN BORJA
20606597828,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CULTIVO DE FRUTAS,99,99,LA LIBERTAD,TRUJILLO,TRUJILLO
20606911484,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES LIMPIEZA DE EDIFICIOS,99,99,LIMA,LIMA,SURQUILLO
20607538400,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES INMOBILIARIAS,99,99,LIMA,LIMA,MAGDALENA DEL MAR
20608303864,,ACTIVO,HABIDO,COOPERATIVAS SAIS CAPITAL SOCIAL,VENTA MINORISTA DE ALMACENES DE ARTICULOS USADOS,99,99,PIURA,PIURA,PIURA
20611913983,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,99,99,LIMA,LIMA,ATE
20611952091,,ACTIVO,HABIDO,CONTRATOS COLABORACION EMPRESARIAL,CONSTRUCCION EDIFICIOS COMPLETOS,99,99,SAN MARTIN,RIOJA,RIOJA
20612860182,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,EXPLOTACION DE OTRAS MINAS Y CANTERAS NO INCLUIDAS ANTES,99,99,PUNO,SAN ROMAN,JULIACA
20612976598,,ACTIVO,HABIDO,CONTRATOS COLABORACION EMPRESARIAL,CONSTRUCCION EDIFICIOS COMPLETOS,99,99,LIMA,LIMA,SAN BORJA
20100013747,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE OTROS PRODUCTOS QUIMICOS DE NEOPRENO,98,98,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO
20100906105,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,98,98,LIMA,LIMA,PUEBLO LIBRE
20101409199,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ORGANIZACION DEL TRANSPORTE,98,98,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,BELLAVISTA
20110598646,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ELABORACION DE PRODUCTOS DE MOLINERIA,98,98,LIMA,LIMA,SAN BORJA
20119243522,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,TRANSPORTE DE CARGA POR CARRETERA,98,98,TACNA,TACNA,TACNA
20119616060,,ACTIVO,HABIDO,SOCIEDAD CIVIL,CRIA DE GANADO,98,98,LIMA,HUAURA,VEGUETA
20121726212,,ACTIVO,HABIDO,EMPRESA ESTATAL DE DERECHO PRIVADO,CAPTACION DEPURACION Y DISTRIBUCION DE AGUA,98,98,JUNIN,JAUJA,JAUJA
20132062791,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ALMACENAMIENTO Y DEPOSITO,98,98,LA LIBERTAD,TRUJILLO,MOCHE
20142659299,,ACTIVO,HABIDO,GOBIERNO REGIONAL LOCAL,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,98,98,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO
20145083924,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA SECUNDARIA FORMACION GENERAL,98,98,LIMA,LIMA,SANTIAGO DE SURCO
20184778824,,ACTIVO,HABIDO,SOCIEDAD CIVIL,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,98,98,LIMA,LIMA,SAN ISIDRO
20223704647,,ACTIVO,NO HABIDO,SINDICATOS Y FEDERACIONES,ACTIVIDADES DE SINDICATOS,98,98,AREQUIPA,ISLAY,MOLLENDO
20260497414,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,INVESTIGACION DE MERCADOS,98,98,LIMA,LIMA,MIRAFLORES
20372007193,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,98,98,LIMA,LIMA,LURIGANCHO
20376365680,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,98,98,LIMA,LIMA,SANTIAGO DE SURCO
20393482258,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ELABORACION DE ACEITE Y GRASAS,98,98,UCAYALI,PADRE ABAD,BOQUERON
20404581741,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ENSEÑANZA PRIMARIA,98,98,HUANUCO,HUANUCO,HUANUCO
20446675096,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,CULTIVOS DE CEREALES,98,98,SAN MARTIN,SAN MARTIN,TARAPOTO
20451586913,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,FABRICACION DE PRODUCTOS METALICOS DE USO ESTRUCTURAL,98,98,LIMA,LIMA,LURIGANCHO
20481608598,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,98,98,LIMA,LIMA,LURIN
20490299930,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES INMOBILIARIAS,98,98,LIMA,LIMA,SAN ISIDRO
20498311963,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,98,98,AREQUIPA,AREQUIPA,JACOBO HUNTER
20498791728,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,98,98,LIMA,LIMA,SURQUILLO
20510051395,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,98,98,LIMA,LIMA,ATE
20517080323,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,98,98,LIMA,LIMA,MIRAFLORES
20523205936,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSAYOS Y ANALISIS TECNICOS,98,98,LIMA,LIMA,SAN MARTIN DE PORRES
20525746098,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ELABORACION FRUTAS LEGUMBRES Y HORTALIZAS,98,98,PIURA,PAITA,PAITA
20531369743,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION,98,98,UCAYALI,CORONEL PORTILLO,CALLERIA
20535544159,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,RESTAURANTES BARES Y CANTINAS,98,98,LIMA,LIMA,SAN MIGUEL
20538129616,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,HOTELES CAMPAMENTOS Y OTROS,98,98,LIMA,LIMA,SAN ISIDRO
20538349730,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,VENTA AL POR MAYOR DE MAQUINARIA EQUIPO Y MATERIALES,98,98,LIMA,LIMA,LURIN
20550137489,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,VENTA AL POR MAYOR DE COMBUSTIBLES,98,98,LIMA,LIMA,SANTIAGO DE SURCO
20553855137,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,98,98,LIMA,LIMA,SAN JUAN DE MIRAFLORES
20556758990,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,98,98,LIMA,LIMA,LA VICTORIA
20558175703,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,VENTA PARTES PIEZAS ACCESORIOS,98,98,LIMA,LIMA,LA VICTORIA
20600550421,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES LIMPIEZA DE EDIFICIOS,98,98,LIMA,LIMA,SAN LUIS
20600696654,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,CONSTRUCCION EDIFICIOS COMPLETOS,98,98,JUNIN,HUANCAYO,EL TAMBO
20603172613,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,PUBLICIDAD,98,98,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,LA PERLA
20603353472,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,98,98,LIMA,LIMA,SAN ISIDRO
20604619506,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,PUBLICIDAD,98,98,LIMA,LIMA,BARRANCO
20605013784,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ENSEÑANZA PRIMARIA,98,98,ANCASH,HUARAZ,INDEPENDENCIA
20605620290,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,98,98,LIMA,LIMA,LINCE
20607784401,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA ALIMENTOS BEBIDAS TABACO,98,98,LORETO,MAYNAS,IQUITOS
20610284435,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,98,98,LIMA,LIMA,VILLA EL SALVADOR
20610815953,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,EXTRACCION DE MINERAL METALIFEROS NO FERROSOS,98,98,AREQUIPA,AREQUIPA,AREQUIPA
20611913291,,ACTIVO,HABIDO,ASOCIACION,SERVICIOS SOCIALES CON ALOJAMIENTO,98,98,AREQUIPA,AREQUIPA,SACHACA
20613394762,,ACTIVO,HABIDO,CONTRATOS COLABORACION EMPRESARIAL,CONSTRUCCION EDIFICIOS COMPLETOS,98,98,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
20613984420,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,98,98,LIMA,LIMA,SURQUILLO
20614230097,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,98,98,LIMA,LIMA,MIRAFLORES
20614414821,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSULTORES PROGRAMAS Y SUMINISTROS INFORMATICOS,98,98,LIMA,LIMA,SAN ISIDRO
20100074371,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,FABRICACION DE OTROS PRODUCTOS DE METAL NO CLASIFICADO PREVIAMENTE,97,97,LIMA,LIMA,ATE
20100875463,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ELABORACION PRODUCTOS DE PANADERIA,97,97,LIMA,LIMA,MAGDALENA DEL MAR
20101635873,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,CONSTRUCCION EDIFICIOS COMPLETOS,97,97,LIMA,LIMA,PACHACAMAC
20117792634,,ACTIVO,HABIDO,ASOCIACION,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,97,97,LIMA,LIMA,LA MOLINA
20139501994,,ACTIVO,HABIDO,INSTITUCIONES RELIGIOSAS,ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS,97,97,LIMA,LIMA,LIMA
20144304315,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE ARTICULOS DE HORMIGON CEMENTO Y YESO,97,97,LIMA,LIMA,CIENEGUILLA
20146705058,,ACTIVO,HABIDO,INSTITUCIONES RELIGIOSAS,ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS,97,97,PIURA,PIURA,CASTILLA
20164503080,,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,97,97,LIMA,LIMA,LIMA
20170044844,,ACTIVO,HABIDO,GOBIERNO REGIONAL LOCAL,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,97,97,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA
20170517840,,ACTIVO,HABIDO,UNIVERSIDADES CENTROS EDUCATIVOS Y CULTURALES,ENSEÑANZA SECUNDARIA FORMACION GENERAL,97,97,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
20175089111,,ACTIVO,HABIDO,COOPERATIVAS SAIS CAPITAL SOCIAL,EXPLOTACION MIXTA,97,97,CAJAMARCA,CAJAMARCA,COSPAN
20177698122,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,GENERACION Y DISTRIBUCION DE ENERGIA ELECTRICA,97,97,LIMA,BARRANCA,PARAMONGA
20203252324,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,EXPLOTACION MIXTA,97,97,LIMA,LIMA,SAN ISIDRO
20251549835,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION,97,97,LIMA,LIMA,LIMA
20252109308,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,CONSTRUCCION EDIFICIOS COMPLETOS,97,97,LIMA,LIMA,MIRAFLORES
20257070876,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,97,97,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,BELLAVISTA
20298256968,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ELABORACION Y CONSUMO DE PESCADO,97,97,LIMA,LIMA,SANTA ANITA
20307675430,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,97,97,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,BELLAVISTA
20314388535,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,97,97,LA LIBERTAD,TRUJILLO,MOCHE
20314388616,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,97,97,LIMA,LIMA,LA VICTORIA
20376684513,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE OTROS ARTICULOS,97,97,LIMA,LIMA,PUENTE PIEDRA
20454197209,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,97,97,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
20454792859,,ACTIVO,HABIDO,UNIVERSIDADES CENTROS EDUCATIVOS Y CULTURALES,ENSEÑANZA PRIMARIA,97,97,AREQUIPA,AREQUIPA,SOCABAYA
20463722472,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,SERVICIOS PETROLEROS Y DE GAS,97,97,LIMA,LIMA,MIRAFLORES
20474807101,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS,97,97,LIMA,LIMA,CHORRILLOS
20476247030,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSULTORES PROGRAMAS Y SUMINISTROS INFORMATICOS,97,97,LIMA,LIMA,SANTIAGO DE SURCO
20491975602,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,VENTA MINORISTA OTROS PRODUCTOS EN ALMACEN,97,97,LIMA,LIMA,SANTIAGO DE SURCO
20494224314,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,TRANSPORTE DE CARGA POR CARRETERA,97,97,ICA,NASCA,MARCONA
20510216220,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,97,97,LIMA,LIMA,ATE
20510738862,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES LIMPIEZA DE EDIFICIOS,97,97,LIMA,LIMA,LA MOLINA
20511912858,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS DE VENTA AL POR MENOR,97,97,LIMA,LIMA,LOS OLIVOS
20512566546,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA DE VEHICULOS AUTOMOTORES,97,97,LIMA,LIMA,SURQUILLO
20515579991,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE EQUIPO DE ELEVACION Y MANIPULACION,97,97,LIMA,LIMA,SAN ISIDRO
20516450143,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSULTORES PROGRAMAS Y SUMINISTROS INFORMATICOS,97,97,LIMA,LIMA,SAN ISIDRO
20517115305,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ENSEÑANZA PRIMARIA,97,97,LIMA,LIMA,ANCON
20517941337,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS TRANSPORTE REGULADOS VIA TERRESTRE,97,97,LIMA,LIMA,SAN MARTIN DE PORRES
20518117395,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS DE VENTA POR MENOR,97,97,LIMA,LIMA,SAN ISIDRO
20518220218,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS TRANSPORTE NO REGULADOS VIA TERRESTRE,97,97,LIMA,LIMA,MIRAFLORES
20520853651,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TELECOMUNICACIONES,97,97,LIMA,LIMA,SAN MARTIN DE PORRES
20523676548,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,97,97,LIMA,LIMA,MAGDALENA DEL MAR
20525858643,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ACTIVIDADES INMOBILIARIAS,97,97,LIMA,LIMA,SAN ISIDRO
