RUC,RazonSocial,Estado,Condicion,Tipo,Actividad_CIIU3_Principal,NroTrab,NroTrab_num,Departamento,Provincia,Distrito
20482019626,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,EDUCACION DE ADULTOS Y OTROS,42,42,LA LIBERTAD,TRUJILLO,LA ESPERANZA
20482468188,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,EXTRACCION DE MINERAL METALIFEROS NO FERROSOS,42,42,LA LIBERTAD,PATAZ,PATAZ
20489629551,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,PASCO,PASCO,YANACANCHA
20489688647,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,CONSTRUCCION EDIFICIOS COMPLETOS,42,42,HUANUCO,HUANUCO,HUANUCO
20491405091,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA OTROS PRODUCTOS EN ALMACEN,42,42,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
20492438635,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,42,42,LIMA,LIMA,COMAS
20492565319,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA PARTES PIEZAS ACCESORIOS,42,42,LIMA,LIMA,ATE
20492895378,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION Y REPARACION DE BUQUES,42,42,LIMA,LIMA,INDEPENDENCIA
20494306043,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE HOSPITALES,42,42,ICA,ICA,ICA
20496040091,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,FABRICACION DE PRODUCTOS METALICOS DE USO ESTRUCTURAL,42,42,CAJAMARCA,CAJAMARCA,CAJAMARCA
20498422013,,ACTIVO,HABIDO,ASOCIACION,ACTIVIDADES DE MEDICOS Y ODONTOLOGO,42,42,AREQUIPA,AREQUIPA,PAUCARPATA
20498432086,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,42,42,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
20498611681,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MAQUINARIA EQUIPO Y MATERIALES,42,42,AREQUIPA,AREQUIPA,CERRO COLORADO
20502926731,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS TRANSPORTE REGULADOS VIA TERRESTRE,42,42,LIMA,LIMA,LINCE
20504299628,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,42,42,LIMA,LIMA,LURIN
20504593909,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ENSEÑANZA PRIMARIA,42,42,LIMA,LIMA,LA VICTORIA
20504913075,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,42,42,LIMA,LIMA,SAN ISIDRO
20505655215,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,CONSTRUCCION EDIFICIOS COMPLETOS,42,42,LIMA,LIMA,CARABAYLLO
20508178906,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA SECUNDARIA FORMACION GENERAL,42,42,LIMA,LIMA,LA MOLINA
20508691301,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS DE VENTA POR MENOR,42,42,LIMA,LIMA,SANTIAGO DE SURCO
20508972815,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,VENTA AL POR MAYOR DE PRODUCTOS TEXTILES,42,42,LIMA,LIMA,SAN JUAN DE LURIGANCHO
20509053571,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,42,42,LIMA,LIMA,SAN JUAN DE MIRAFLORES
20509128686,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,LIMA,LIMA,SAN MARTIN DE PORRES
20509152552,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MAQUINARIA EQUIPO Y MATERIALES,42,42,LIMA,LIMA,SANTIAGO DE SURCO
20509289931,,ACTIVO,HABIDO,SOCIEDAD CIVIL,ACTIVIDADES JURIDICAS,42,42,LIMA,LIMA,SAN ISIDRO
20511236208,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,42,42,LIMA,LIMA,MIRAFLORES
20511465061,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,OTRAS ACTIVIDADES DE TRANSPORTES,42,42,LIMA,LIMA,SANTIAGO DE SURCO
20511693285,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,42,42,LIMA,LIMA,SANTIAGO DE SURCO
20511736359,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,42,42,LIMA,LIMA,PUENTE PIEDRA
20512238883,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES RELACIONADAS CON SALUD HUMANA,42,42,LIMA,LIMA,SAN BORJA
20514014419,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,42,42,LIMA,LIMA,MIRAFLORES
20514164909,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TELECOMUNICACIONES,42,42,LIMA,LIMA,LOS OLIVOS
20515012509,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,GENERACION Y DISTRIBUCION DE ENERGIA ELECTRICA,42,42,LIMA,LIMA,LA MOLINA
20515240552,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,EXTRACCION DE MINERAL METALIFEROS NO FERROSOS,42,42,JUNIN,CHANCHAMAYO,SAN RAMON
20515687531,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,42,42,LIMA,LIMA,SAN MIGUEL
20516453835,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE COMBUSTIBLES,42,42,LIMA,LIMA,PUCUSANA
20517700640,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MENOR COMBUSTIBLES,42,42,LIMA,LIMA,SAN ISIDRO
20517863948,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,HOTELES CAMPAMENTOS Y OTROS,42,42,LIMA,LIMA,SAN ISIDRO
20518932391,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,AGENCIAS DE VIAJES Y GUIAS TURISTICAS,42,42,LIMA,LIMA,MIRAFLORES
20519431395,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ACTIVIDADES INMOBILIARIAS,42,42,LIMA,LIMA,SANTIAGO DE SURCO
20520334468,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA OTROS PRODUCTOS EN ALMACEN,42,42,LIMA,LIMA,COMAS
20521406098,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,PUBLICIDAD,42,42,LIMA,LIMA,MIRAFLORES
20521709589,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TELECOMUNICACIONES,42,42,LIMA,LIMA,LOS OLIVOS
20522184030,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,VENTA PARTES PIEZAS ACCESORIOS,42,42,LIMA,LIMA,LURIN
20524168929,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,LIMA,LIMA,LIMA
20525795544,,ACTIVO,HABIDO,COOPERATIVAS SAIS CAPITAL SOCIAL,CULTIVO DE FRUTAS,42,42,PIURA,SULLANA,SULLANA
20526095261,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CAPTACION DEPURACION Y DISTRIBUCION DE AGUA,42,42,PIURA,SECHURA,SECHURA
20527127778,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS TRANSPORTE REGULADOS VIA TERRESTRE,42,42,CUSCO,CUSCO,CUSCO
20529045523,,ACTIVO,HABIDO,COMUNIDAD CAMPESINA NATIVA,TRANSPORTE DE CARGA POR CARRETERA,42,42,PASCO,PASCO,VICCO
20529802839,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA PRIMARIA,42,42,PIURA,PIURA,CASTILLA
20534914050,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,42,42,ICA,ICA,SAN JUAN BAUTISTA
20536624636,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ACTIVIDADES INMOBILIARIAS,42,42,LIMA,LIMA,SANTIAGO DE SURCO
20536888617,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,FABRICACION DE PRENDAS DE VESTIR,42,42,LIMA,LIMA,SAN MIGUEL
20537369559,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE PRODUCTOS TEXTILES,42,42,LIMA,LIMA,SAN BORJA
20537520125,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ELABORACION PRODUCTOS DE PANADERIA,42,42,LIMA,LIMA,SANTIAGO DE SURCO
20537818612,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,42,42,LIMA,LIMA,SAN ISIDRO
20543542408,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE CALZADO,42,42,LIMA,LIMA,ATE
20544188926,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,42,42,LIMA,LIMA,MIRAFLORES
20545036011,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS NO CLASIFICADOS PREVIAMENTE,42,42,LIMA,LIMA,VILLA EL SALVADOR
20545787173,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,EDUCACION DE ADULTOS Y OTROS,42,42,LIMA,LIMA,BARRANCO
20546588697,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ALMACENAMIENTO Y DEPOSITO,42,42,LIMA,LIMA,CHORRILLOS
20546717845,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,PESCA EXPLOTACION DE CRIADEROS DE PECES,42,42,LIMA,LIMA,SAN BORJA
20547276401,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,42,42,LIMA,LIMA,MAGDALENA DEL MAR
20547505108,,ACTIVO,HABIDO,ASOCIACION,ENSEÑANZA PRIMARIA,42,42,LIMA,LIMA,PACHACAMAC
20548042888,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS DE VENTA AL POR MENOR,42,42,LIMA,LIMA,SAN ISIDRO
20549157565,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,42,42,LIMA,LIMA,SAN ISIDRO
20550858208,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION,42,42,LIMA,LIMA,ATE
20550885949,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,CONSULTORES EN EQUIPO INFORMATICA,42,42,LIMA,LIMA,MIRAFLORES
20552150148,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA ALIMENTOS BEBIDAS TABACO,42,42,LIMA,LIMA,COMAS
20553511802,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE METALES Y MINERALES METALICOS,42,42,LIMA,LIMA,SAN ISIDRO
20553672997,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,42,42,LIMA,LIMA,SAN ISIDRO
20553737878,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,42,42,LIMA,LIMA,SAN ISIDRO
20555700947,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE TIPO SERVICIO NO CLASIFICADO PREVIAMENTE,42,42,LIMA,LIMA,LURIGANCHO
20557436490,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,LIMA,LIMA,SURQUILLO
20557448749,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA PRIMARIA,42,42,LIMA,LIMA,MAGDALENA DEL MAR
20557715372,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MAQUINARIA EQUIPO Y MATERIALES,42,42,AREQUIPA,AREQUIPA,LA JOYA
20557961659,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,42,42,LIMA,LIMA,MIRAFLORES
20559287629,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
20559842801,,ACTIVO,HABIDO,COMUNIDAD CAMPESINA NATIVA,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION,42,42,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
20563017806,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE RADIO Y TELEVISION,42,42,LIMA,LIMA,MIRAFLORES
20565593537,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE IMPRESION,42,42,LIMA,LIMA,BREÑA
20565677986,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE ENVASES DE PAPEL Y CARTON,42,42,LIMA,LIMA,LURIGANCHO
20566399262,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,LIMA,LIMA,SAN ISIDRO
20572124461,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS,42,42,SAN MARTIN,SAN MARTIN,MORALES
20600064062,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION,42,42,LIMA,LIMA,LURIGANCHO
20600095235,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS TRANSPORTE REGULADOS VIA TERRESTRE,42,42,LIMA,LIMA,SAN LUIS
20600117034,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,TELECOMUNICACIONES,42,42,LIMA,LIMA,LA VICTORIA
20600117727,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,OTRAS ACTIVIDADES DE TIPO SERVICIO NO CLASIFICADO PREVIAMENTE,42,42,LIMA,LIMA,LA VICTORIA
20600289544,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,LIMA,LIMA,CIENEGUILLA
20600517628,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,42,42,LIMA,LIMA,SAN ISIDRO
20600657098,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA PRODUCTOS FARMACEUTICOS Y ARTICULOS DE TOCADOR,42,42,LA LIBERTAD,TRUJILLO,TRUJILLO
20600708474,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,42,42,LIMA,LIMA,SAN ISIDRO
20600825438,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,VENTA AL POR MAYOR DE MAQUINARIA EQUIPO Y MATERIALES,42,42,LIMA,LIMA,SURQUILLO
20600877349,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,42,42,LIMA,LIMA,SAN ISIDRO
20600911300,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION,42,42,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
20601020719,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ALQUILER DE EQUIPO DE TRANSPORTE VIA TERRESTRE,42,42,LIMA,LIMA,MIRAFLORES
20601030013,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS INTERMEDIACION MONETARIA,42,42,LIMA,LIMA,SAN ISIDRO
20601035708,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,42,42,LIMA,LIMA,SAN MARTIN DE PORRES
20601045746,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACONDICIONAMINTO DE EDIFICIOS,42,42,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
20601072280,,ACTIVO,HABIDO,SUCURSALES O AGENCIAS DE EMPRESA EXTRANJERA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,42,42,LIMA,LIMA,SAN ISIDRO
20601190193,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE INFORMATICA,42,42,LIMA,LIMA,MIRAFLORES
20601221846,,ACTIVO,HABIDO,COOPERATIVAS SAIS CAPITAL SOCIAL,OTROS TIPOS INTERMEDIACION MONETARIA,42,42,SAN MARTIN,SAN MARTIN,TARAPOTO
20601291283,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,HOTELES CAMPAMENTOS Y OTROS,42,42,LIMA,LIMA,SAN ISIDRO
20601764670,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EDUCACION DE ADULTOS Y OTROS,42,42,ICA,NASCA,MARCONA
20601836913,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,42,42,LIMA,LIMA,PUEBLO LIBRE
20601857457,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,OTROS TIPOS TRANSPORTE REGULADOS VIA TERRESTRE,42,42,LIMA,LIMA,LA VICTORIA
20601869447,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,PREPARACION Y TEJIDO DE FIBRAS TEXTILES,42,42,LIMA,LIMA,SAN JUAN DE LURIGANCHO
20602031188,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE TRANSPORTES,42,42,LIMA,LIMA,SAN MIGUEL
20602054064,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,PUBLICIDAD,42,42,LIMA,LIMA,SURQUILLO
20602301461,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,42,42,LIMA,LIMA,SAN BORJA
20602395961,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,HOTELES CAMPAMENTOS Y OTROS,42,42,ICA,ICA,ICA
20602503039,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE OTRO TIPO DE MAQUINARIAS DE USO ESPECIAL,42,42,LIMA,LIMA,LIMA
20602709869,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,CONSTRUCCION EDIFICIOS COMPLETOS,42,42,LIMA,LIMA,SAN ISIDRO
20602709931,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES INMOBILIARIAS,42,42,LIMA,LIMA,SAN BORJA
20602826873,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,OBTENCION Y DOTACION PERSONAL,42,42,LIMA,LIMA,SAN JUAN DE MIRAFLORES
20602848877,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION,42,42,LIMA,LIMA,EL AGUSTINO
20603066651,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,42,42,LIMA,LIMA,SAN ISIDRO
20603141271,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,42,42,LIMA,LIMA,MIRAFLORES
20603196946,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,42,42,LIMA,LIMA,LURIN
20603251068,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,VENTANILLA
20603380291,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,42,42,LIMA,LIMA,SURQUILLO
20603478551,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE TRANSPORTES,42,42,LIMA,LIMA,LIMA
20603619979,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,42,42,ANCASH,BOLOGNESI,HUALLANCA
20603738919,,ACTIVO,HABIDO,ENTIDADES E INSTITUCIONES DE COOPERACION TECNICA - ENIEX,ACTIVIDADES OTRAS ASOCIACIONES NO CLASIFICADO PREVIAMENTE,42,42,LIMA,LIMA,SAN ISIDRO
20603875053,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA PRIMARIA,42,42,LIMA,LIMA,VILLA EL SALVADOR
20603880588,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,42,42,ANCASH,SANTA,CHIMBOTE
20603896077,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,42,42,LIMA,LIMA,VILLA EL SALVADOR
20603903359,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,42,42,LIMA,LIMA,LA MOLINA
20604717524,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,OTRAS ACTIVIDADES DE TIPO SERVICIO NO CLASIFICADO PREVIAMENTE,42,42,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO
20604799903,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
20605264141,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE MAQUINARIA MINERA Y OBRAS DE CONSTRUCCION,42,42,LIMA,LIMA,SAN JUAN DE LURIGANCHO
20605412913,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,42,42,SAN MARTIN,SAN MARTIN,TARAPOTO
20605420592,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,42,42,LIMA,LIMA,SAN ISIDRO
20605668179,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,42,42,LIMA,LIMA,SAN ISIDRO
20605673784,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PELUQUERIA Y OTROS,42,42,LIMA,LIMA,SAN BORJA
20605932054,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,ICA,NASCA,VISTA ALEGRE
20605941932,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,42,42,LIMA,LIMA,LA MOLINA
20605947485,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE TRANSPORTES,42,42,LIMA,LIMA,ATE
20605975268,,ACTIVO,HABIDO,COOPERATIVAS SAIS CAPITAL SOCIAL,ELABORACION FRUTAS LEGUMBRES Y HORTALIZAS,42,42,PIURA,SULLANA,SALITRAL
20606027193,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,LIMA,LIMA,ATE
20606272074,,ACTIVO,HABIDO,SUCURSALES O AGENCIAS DE EMPRESA EXTRANJERA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,42,42,LIMA,LIMA,SAN ISIDRO
20606543094,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,42,42,CAJAMARCA,CUTERVO,CUTERVO
20606567465,,ACTIVO,HABIDO,CONTRATOS COLABORACION EMPRESARIAL,CONSTRUCCION EDIFICIOS COMPLETOS,42,42,LIMA,LIMA,SAN ISIDRO
20606971053,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,42,42,LIMA,LIMA,VILLA EL SALVADOR
20607884685,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,VENTA MINORISTA EN PUESTOS DE VENTA,42,42,SAN MARTIN,RIOJA,NUEVA CAJAMARCA
20607948861,,ACTIVO,HABIDO,SUCURSALES O AGENCIAS DE EMPRESA EXTRANJERA,OTROS TIPOS DE VENTA AL POR MENOR,42,42,LIMA,LIMA,SAN ISIDRO
20608048376,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA PRODUCTOS TEXTILES CALZADO,42,42,LIMA,LIMA,LA VICTORIA
20608147625,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,42,42,LIMA,LIMA,COMAS
